Chg, spotDist, metRelChg, volChg, target
128, 27, 132, 130, BUY
149, 28, 63, 24, BUY
193, 32, 146, 172, BUY
159, 41, 90, 79, BUY
144, 47, 55, 95, BUY
117, 50, 121, 216, BUY
79, 49, 106, 78, BUY
59, 45, 98, 63, BUY
75, 37, 72, 70, BUY
121, 32, 117, 118, BUY
133, 32, 111, 129, BUY
89, 34, 111, 53, BUY
80, 30, 111, 96, BUY
114, 25, 111, 160, BUY
90, 25, 111, 32, BUY
69, 21, 111, 51, BUY
115, 14, 134, 149, BUY
208, 14, 171, 29, BUY
145, 25, 127, 251, BUY
119, 29, 95, 92, BUY
120, 29, 135, 112, BUY
112, 29, 118, 75, BUY
77, 28, 76, 57, BUY
83, 23, 110, 131, BUY
143, 18, 120, 131, BUY
193, 32, 146, 172, BUY
159, 41, 90, 79, BUY
144, 47, 55, 95, BUY
117, 50, 121, 216, BUY
79, 49, 106, 78, BUY
59, 45, 98, 63, BUY
75, 37, 72, 70, BUY
121, 32, 117, 118, BUY
133, 32, 111, 129, BUY
89, 34, 111, 53, BUY
80, 30, 111, 96, BUY
114, 25, 111, 160, BUY
90, 25, 111, 32, BUY
69, 21, 111, 51, BUY
115, 14, 134, 149, BUY
208, 14, 171, 29, BUY
145, 25, 127, 251, BUY
119, 29, 95, 92, BUY
120, 29, 135, 112, BUY
112, 29, 118, 75, BUY
77, 28, 76, 57, BUY
83, 23, 110, 131, BUY
143, 18, 120, 76, BUY
122, 21, 120, 80, BUY
127, 22, 98, 54, BUY
153, 23, 139, 121, BUY
208, 27, 157, 0, BUY
194, 39, 150, 112, BUY
132, 48, 130, 146, BUY
103, 50, 115, 123, BUY
75, 48, 109, 87, BUY
105, 42, 80, 113, BUY
17, 41, 60, 22, BUY
16, 28, 47, 103, BUY
75, 14, 33, 82, BUY
119, 8, 81, 148, BUY
223, 8, 214, 39, BUY
185, 22, 190, 158, BUY
123, 30, 145, 163, BUY
122, 31, 143, 63, BUY
124, 31, 124, 88, BUY
95, 32, 92, 68, BUY
143, 29, 130, 68, BUY
77, 28, 76, 57, BUY
83, 23, 110, 131, BUY
143, 18, 120, 76, BUY
122, 21, 120, 80, BUY
127, 22, 98, 54, BUY
153, 23, 139, 121, BUY
208, 27, 157, 0, BUY
194, 39, 150, 112, BUY
132, 48, 130, 146, BUY
103, 50, 115, 123, BUY
75, 48, 109, 87, BUY
105, 42, 80, 113, BUY
17, 41, 60, 22, BUY
16, 28, 47, 103, BUY
75, 14, 33, 82, BUY
119, 8, 81, 148, BUY
223, 8, 214, 39, BUY
185, 22, 190, 158, BUY
123, 30, 145, 163, BUY
122, 31, 143, 63, BUY
124, 31, 124, 88, BUY
95, 32, 92, 68, BUY
143, 29, 130, 225, BUY
97, 32, 117, 39, BUY
104, 29, 75, 116, BUY
117, 28, 89, 93, BUY
121, 27, 122, 111, BUY
67, 28, 53, 30, BUY
109, 21, 113, 129, BUY
110, 20, 158, 117, BUY
123, 19, 152, 92, BUY
221, 19, 225, 8, BUY
82, 32, 93, 210, BUY
122, 28, 110, 243, BUY
152, 28, 149, 40, BUY
159, 32, 125, 120, BUY
83, 37, 84, 46, BUY
94, 33, 91, 255, BUY
146, 30, 130, 52, BUY
101, 34, 106, 60, BUY
118, 31, 147, 147, BUY
105, 31, 136, 147, BUY
90, 101, 90, 134, BUY
158, 98, 141, 28, BUY
201, 103, 170, 113, BUY
107, 111, 111, 87, BUY
63, 110, 111, 139, BUY
67, 104, 90, 53, BUY
124, 99, 132, 199, BUY
139, 99, 119, 113, BUY
112, 101, 119, 56, BUY
110, 101, 118, 66, BUY
97, 100, 131, 58, BUY
73, 97, 83, 29, BUY
120, 93, 106, 207, BUY
