Chg, spotDist, metRelChg, volChg, target
32, 19, 182, 36, HOLD
80, 17, 165, 24, HOLD
73, 17, 135, 33, HOLD
76, 16, 153, 45, HOLD
93, 16, 153, 43, HOLD
104, 16, 153, 22, HOLD
122, 16, 153, 43, HOLD
76, 17, 153, 34, HOLD
35, 17, 153, 22, HOLD
55, 15, 156, 57, HOLD
144, 14, 138, 11, HOLD
112, 16, 154, 54, HOLD
86, 16, 118, 28, HOLD
73, 16, 171, 56, HOLD
85, 16, 173, 29, HOLD
102, 16, 198, 31, HOLD
49, 16, 174, 23, HOLD
120, 15, 156, 29, HOLD
104, 16, 181, 46, HOLD
101, 16, 126, 35, HOLD
79, 16, 113, 37, HOLD
129, 16, 94, 6, HOLD
138, 17, 122, 50, HOLD
78, 19, 142, 36, HOLD
70, 18, 167, 48, HOLD
53, 18, 196, 31, HOLD
90, 17, 127, 10, HOLD
20, 17, 187, 32, HOLD
38, 14, 191, 43, HOLD
196, 13, 251, 5, HOLD
174, 16, 211, 83, HOLD
105, 19, 132, 44, HOLD
81, 19, 141, 33, HOLD
59, 19, 163, 49, HOLD
101, 18, 218, 18, HOLD
78, 18, 149, 55, HOLD
121, 18, 214, 20, HOLD
118, 19, 174, 29, HOLD
56, 20, 167, 255, HOLD
134, 19, 179, 0, HOLD
179, 20, 236, 24, HOLD
117, 22, 205, 35, HOLD
126, 23, 212, 35, HOLD
78, 19, 142, 36, HOLD
70, 18, 167, 48, HOLD
53, 18, 196, 31, HOLD
90, 17, 127, 10, HOLD
20, 17, 187, 32, HOLD
38, 14, 191, 43, HOLD
196, 13, 251, 5, HOLD
174, 16, 211, 83, HOLD
105, 19, 132, 44, HOLD
81, 19, 141, 33, HOLD
59, 19, 163, 49, HOLD
101, 18, 218, 18, HOLD
78, 18, 149, 55, HOLD
121, 18, 214, 20, HOLD
118, 19, 174, 29, HOLD
56, 20, 167, 255, HOLD
134, 19, 179, 0, HOLD
179, 20, 236, 24, HOLD
117, 22, 205, 35, HOLD
126, 23, 212, 2, HOLD
142, 24, 249, 42, HOLD
38, 26, 189, 43, HOLD
29, 24, 137, 37, HOLD
54, 23, 86, 34, HOLD
76, 21, 182, 36, HOLD
73, 21, 119, 23, HOLD
32, 21, 70, 53, HOLD
141, 19, 159, 16, HOLD
114, 20, 214, 51, HOLD
99, 21, 183, 37, HOLD
107, 21, 150, 27, HOLD
61, 22, 145, 32, HOLD
51, 21, 168, 25, HOLD
27, 20, 144, 28, HOLD
78, 18, 181, 56, HOLD
98, 17, 95, 14, HOLD
113, 18, 121, 50, HOLD
101, 18, 138, 38, HOLD
70, 19, 149, 76, HOLD
69, 18, 227, 3, HOLD
103, 17, 124, 3, HOLD
74, 27, 208, 15, HOLD
94, 27, 185, 19, HOLD
114, 27, 155, 56, HOLD
63, 28, 147, 49, HOLD
72, 27, 160, 13, HOLD
36, 27, 165, 27, HOLD
101, 25, 218, 26, HOLD
105, 25, 161, 47, HOLD
80, 26, 253, 32, HOLD
110, 25, 115, 28, HOLD
67, 26, 142, 53, HOLD
108, 25, 139, 29, HOLD
92, 26, 166, 42, HOLD
63, 26, 200, 29, HOLD
48, 25, 255, 14, HOLD
24, 24, 226, 17, HOLD
31, 22, 143, 29, HOLD
60, 20, 110, 54, HOLD
21, 19, 171, 16, HOLD
48, 17, 142, 31, HOLD
47, 16, 69, 93, HOLD
54, 14, 0, 19, HOLD
46, 13, 88, 31, HOLD
81, 12, 165, 63, HOLD
48, 11, 180, 14, HOLD
0, 10, 160, 19, HOLD
52, 7, 220, 42, HOLD
110, 6, 144, 21, HOLD
120, 6, 207, 64, HOLD
255, 7, 203, 3, HOLD
235, 13, 188, 46, HOLD
14, 17, 162, 49, HOLD
76, 15, 148, 58, HOLD
53, 14, 135, 24, HOLD
7, 13, 138, 22, HOLD
167, 10, 227, 23, HOLD
156, 13, 201, 41, HOLD
105, 15, 147, 37, HOLD
64, 15, 118, 46, HOLD
137, 15, 172, 35, HOLD
80, 16, 170, 22, HOLD
54, 16, 149, 22, HOLD
48, 17, 142, 31, HOLD
47, 16, 69, 93, HOLD
54, 14, 0, 19, HOLD
46, 13, 88, 31, HOLD
81, 12, 165, 63, HOLD
48, 11, 180, 14, HOLD
0, 10, 160, 19, HOLD
52, 7, 220, 42, HOLD
110, 6, 144, 21, HOLD
120, 6, 207, 64, HOLD
255, 7, 203, 3, HOLD
235, 13, 188, 46, HOLD
14, 17, 162, 49, HOLD
76, 15, 148, 58, HOLD
53, 14, 135, 24, HOLD
7, 13, 138, 22, HOLD
167, 10, 227, 23, HOLD
156, 13, 201, 41, HOLD
105, 15, 147, 37, HOLD
64, 15, 118, 46, HOLD
137, 15, 172, 35, HOLD
80, 16, 170, 22, HOLD
54, 16, 149, 18, HOLD
79, 15, 153, 54, HOLD
46, 14, 173, 52, HOLD
63, 13, 165, 22, HOLD
152, 12, 138, 28, HOLD
134, 14, 158, 37, HOLD
97, 15, 140, 33, HOLD
113, 16, 182, 18, HOLD
58, 16, 122, 78, HOLD
44, 15, 139, 24, HOLD
110, 14, 175, 50, HOLD
78, 14, 176, 34, HOLD
66, 14, 203, 24, HOLD
86, 13, 162, 22, HOLD
131, 13, 120, 38, HOLD
76, 14, 152, 60, HOLD
178, 14, 116, 3, HOLD
120, 17, 93, 52, HOLD
164, 18, 125, 16, HOLD
133, 20, 54, 43, HOLD
88, 21, 173, 43, HOLD
46, 14, 173, 52, HOLD
63, 13, 165, 22, HOLD
152, 12, 138, 28, HOLD
134, 14, 158, 37, HOLD
97, 15, 140, 33, HOLD
113, 16, 182, 18, HOLD
58, 16, 122, 78, HOLD
44, 15, 139, 24, HOLD
110, 14, 175, 50, HOLD
78, 14, 176, 34, HOLD
66, 14, 203, 24, HOLD
86, 13, 162, 22, HOLD
131, 13, 120, 38, HOLD
76, 14, 152, 60, HOLD
178, 14, 116, 3, HOLD
120, 17, 93, 52, HOLD
164, 18, 125, 16, HOLD
133, 20, 54, 43, HOLD
88, 21, 173, 60, HOLD
83, 21, 221, 31, HOLD
32, 21, 182, 36, HOLD
80, 19, 165, 24, HOLD
73, 19, 135, 33, HOLD
76, 18, 153, 45, HOLD
93, 18, 153, 43, HOLD
104, 18, 153, 22, HOLD
122, 18, 153, 43, HOLD
76, 19, 153, 34, HOLD
35, 19, 153, 22, HOLD
55, 17, 156, 57, HOLD
144, 16, 138, 11, HOLD
112, 18, 154, 54, HOLD
86, 18, 118, 28, HOLD
73, 18, 171, 56, HOLD
85, 18, 173, 29, HOLD
102, 18, 198, 31, HOLD
49, 18, 174, 23, HOLD
120, 17, 156, 29, HOLD
104, 18, 181, 46, HOLD
101, 18, 126, 35, HOLD
79, 18, 113, 37, HOLD
129, 18, 94, 37, HOLD
32, 21, 182, 36, HOLD
80, 19, 165, 24, HOLD
73, 19, 135, 33, HOLD
76, 18, 153, 45, HOLD
93, 18, 153, 43, HOLD
104, 18, 153, 22, HOLD
122, 18, 153, 43, HOLD
76, 19, 153, 34, HOLD
35, 19, 153, 22, HOLD
55, 17, 156, 57, HOLD
144, 16, 138, 11, HOLD
112, 18, 154, 54, HOLD
86, 18, 118, 28, HOLD
73, 18, 171, 56, HOLD
85, 18, 173, 29, HOLD
102, 18, 198, 31, HOLD
49, 18, 174, 23, HOLD
120, 17, 156, 29, HOLD
104, 18, 181, 46, HOLD
101, 18, 126, 35, HOLD
79, 18, 113, 37, HOLD
129, 18, 94, 6, HOLD
138, 19, 122, 50, HOLD
78, 21, 142, 36, HOLD
70, 20, 167, 48, HOLD
53, 20, 196, 31, HOLD
90, 19, 127, 10, HOLD
20, 19, 187, 32, HOLD
38, 16, 191, 43, HOLD
196, 15, 251, 5, HOLD
174, 18, 211, 83, HOLD
105, 21, 132, 44, HOLD
81, 21, 141, 33, HOLD
59, 21, 163, 49, HOLD
101, 20, 218, 18, HOLD
78, 20, 149, 55, HOLD
121, 20, 214, 20, HOLD
118, 21, 174, 29, HOLD
56, 21, 167, 255, HOLD
134, 20, 179, 0, HOLD
179, 22, 236, 24, HOLD
117, 24, 205, 35, HOLD
126, 25, 212, 35, HOLD
78, 21, 142, 36, HOLD
70, 20, 167, 48, HOLD
53, 20, 196, 31, HOLD
90, 19, 127, 10, HOLD
20, 19, 187, 32, HOLD
38, 16, 191, 43, HOLD
196, 15, 251, 5, HOLD
174, 18, 211, 83, HOLD
105, 21, 132, 44, HOLD
81, 21, 141, 33, HOLD
59, 21, 163, 49, HOLD
101, 20, 218, 18, HOLD
78, 20, 149, 55, HOLD
121, 20, 214, 20, HOLD
118, 21, 174, 29, HOLD
56, 21, 167, 255, HOLD
134, 20, 179, 0, HOLD
179, 22, 236, 24, HOLD
117, 24, 205, 35, HOLD
126, 25, 212, 2, HOLD
142, 26, 249, 42, HOLD
38, 28, 189, 43, HOLD
29, 26, 137, 37, HOLD
54, 24, 86, 34, HOLD
76, 23, 182, 36, HOLD
73, 23, 119, 23, HOLD
