imp_v,spotDist,u%Chg,oLast,target
33,56,46,120,HOLD
33,57,19,118,HOLD
33,58,97,116,HOLD
33,60,5,111,HOLD
33,60,6,111,HOLD
34,60,30,111,HOLD
34,61,63,109,HOLD
34,62,16,106,HOLD
34,63,46,105,HOLD
34,64,49,102,HOLD
34,63,49,105,HOLD
34,64,69,102,HOLD
33,62,37,106,HOLD
33,61,60,108,HOLD
34,63,28,105,HOLD
34,63,115,103,HOLD
33,66,25,97,HOLD
33,65,6,99,HOLD
33,65,17,99,HOLD
33,65,30,100,HOLD
33,64,43,102,HOLD
33,63,46,104,HOLD
33,64,45,101,HOLD
33,65,29,99,HOLD
33,66,35,98,HOLD
33,67,7,96,HOLD
33,67,50,95,HOLD
32,66,43,98,HOLD
32,65,34,100,HOLD
32,65,3,98,HOLD
32,66,9,98,HOLD
32,66,28,98,HOLD
32,66,12,96,HOLD
32,67,62,96,HOLD
32,68,102,92,HOLD
31,66,19,98,HOLD
31,65,82,99,HOLD
31,67,1,95,HOLD
31,67,56,95,HOLD
31,66,33,98,HOLD
30,67,76,96,HOLD
30,68,6,92,HOLD
30,68,3,92,HOLD
30,68,99,92,HOLD
29,70,42,87,HOLD
29,71,47,85,HOLD
28,70,69,88,HOLD
28,72,83,85,HOLD
27,70,116,88,HOLD
27,72,19,84,HOLD
26,72,13,84,HOLD
25,72,40,85,HOLD
24,71,45,87,HOLD
24,72,147,84,HOLD
23,75,124,78,HOLD
22,72,35,83,HOLD
0,71,50,88,HOLD
0,73,255,85,HOLD
0,67,122,95,HOLD
0,64,99,105,HOLD
0,62,11,108,HOLD
0,61,41,108,HOLD
0,60,34,110,HOLD
0,59,16,112,HOLD
0,60,69,111,HOLD
0,58,26,115,HOLD
0,57,16,117,HOLD
0,57,18,118,HOLD
0,58,33,117,HOLD
0,57,79,119,HOLD
0,59,37,114,HOLD
0,58,6,116,HOLD
0,58,13,117,HOLD
0,57,9,117,HOLD
0,57,49,118,HOLD
0,56,25,121,HOLD
0,56,25,119,HOLD
0,56,3,121,HOLD
0,56,6,121,HOLD
0,56,21,120,HOLD
0,56,17,122,HOLD
0,56,21,121,HOLD
0,57,47,119,HOLD
0,58,5,116,HOLD
0,58,50,117,HOLD
0,56,24,120,HOLD
0,57,46,118,HOLD
0,58,54,116,HOLD
0,59,9,112,HOLD
0,59,11,113,HOLD
0,59,43,114,HOLD
0,58,34,116,HOLD
0,57,31,118,HOLD
0,56,116,120,HOLD
0,53,57,127,HOLD
0,52,53,131,HOLD
0,50,31,134,HOLD
0,49,63,136,HOLD
0,48,1,141,HOLD
0,48,28,141,HOLD
0,47,9,143,HOLD
0,47,19,143,HOLD
0,47,60,142,HOLD
0,49,16,138,HOLD
0,49,10,137,HOLD
0,49,19,138,HOLD
0,49,8,136,HOLD
0,50,2,136,HOLD
0,50,50,136,HOLD
0,48,34,139,HOLD
0,49,42,137,HOLD
0,48,8,140,HOLD
0,48,25,139,HOLD
0,48,30,141,HOLD
0,48,25,139,HOLD
0,49,2,137,HOLD
0,49,25,137,HOLD
0,48,16,139,HOLD
0,49,5,138,HOLD
0,49,7,138,HOLD
0,49,30,137,HOLD
0,50,24,136,HOLD
0,49,10,137,HOLD
0,49,29,136,HOLD
0,50,11,135,HOLD
0,50,40,134,HOLD
0,52,85,131,HOLD
0,54,10,126,HOLD
0,54,48,125,HOLD
0,55,40,122,HOLD
0,54,13,125,HOLD
0,54,41,126,HOLD
0,53,3,128,HOLD
0,53,50,128,HOLD
0,54,3,125,HOLD
0,54,27,125,HOLD
0,55,33,123,HOLD
0,54,10,126,HOLD
0,54,50,126,HOLD
0,55,23,123,HOLD
0,54,19,124,HOLD
0,55,21,123,HOLD
0,54,8,125,HOLD
0,54,21,125,HOLD
0,54,21,126,HOLD
0,53,55,128,HOLD
0,52,83,131,HOLD
0,54,45,126,HOLD
0,53,38,129,HOLD
0,54,31,126,HOLD
0,54,14,125,HOLD
0,55,61,124,HOLD
0,53,8,128,HOLD
0,53,9,128,HOLD
0,53,10,127,HOLD
0,53,9,127,HOLD
0,54,3,126,HOLD
0,53,43,127,HOLD
0,55,10,124,HOLD
0,54,15,124,HOLD
0,55,49,124,HOLD
0,56,8,120,HOLD
0,56,31,120,HOLD
0,55,26,122,HOLD
0,55,8,124,HOLD
0,55,24,123,HOLD
0,56,58,122,HOLD
0,57,5,118,HOLD
0,57,10,118,HOLD
0,57,21,119,HOLD
0,57,12,118,HOLD
0,57,24,117,HOLD
0,57,8,118,HOLD
0,57,25,118,HOLD
0,56,26,119,HOLD
0,56,28,121,HOLD
0,56,44,119,HOLD
0,55,8,122,HOLD
0,56,9,122,HOLD
0,55,6,122,HOLD
0,55,6,122,HOLD
0,55,6,122,HOLD
0,55,22,123,HOLD
0,55,23,124,HOLD
0,54,71,125,HOLD
0,52,80,130,HOLD
0,54,34,125,HOLD
0,55,13,123,HOLD
0,55,1,124,HOLD
0,55,13,123,HOLD
0,54,12,124,HOLD
0,54,69,125,HOLD
0,56,94,121,HOLD
0,58,34,115,HOLD
0,57,34,117,HOLD
0,57,16,119,HOLD
0,57,15,118,HOLD
0,57,2,117,HOLD
0,57,17,117,HOLD
0,58,43,116,HOLD
0,57,32,119,HOLD
0,56,10,121,HOLD
0,56,33,120,HOLD
0,55,9,122,HOLD
0,55,2,122,HOLD
0,55,6,122,HOLD
0,56,53,121,HOLD
0,54,61,125,HOLD
0,56,5,121,HOLD
0,56,25,121,HOLD
0,55,46,123,HOLD
0,56,19,120,HOLD
0,57,16,119,HOLD
0,57,37,118,HOLD
0,56,127,120,HOLD
0,53,1,128,HOLD
0,53,13,128,HOLD
0,52,49,129,HOLD
0,51,39,132,HOLD
0,52,26,130,HOLD
0,52,7,131,HOLD
0,51,20,132,HOLD
0,52,35,130,HOLD
0,51,31,133,HOLD
0,50,60,135,HOLD
0,52,9,131,HOLD
0,51,20,131,HOLD
0,52,15,130,HOLD
0,52,18,131,HOLD
0,52,8,130,HOLD
0,52,5,130,HOLD
0,52,90,130,HOLD
0,54,48,124,HOLD
0,53,0,127,HOLD
0,53,22,127,HOLD
0,53,15,129,HOLD
0,53,27,128,HOLD
0,52,34,129,HOLD
0,51,1,132,HOLD
0,51,1,132,HOLD
0,51,20,132,HOLD
0,51,44,133,HOLD
0,52,5,130,HOLD
0,52,1,130,HOLD
15,52,43,130,HOLD
15,53,22,127,HOLD
15,53,71,128,HOLD
16,55,9,124,HOLD
15,55,42,123,HOLD
15,54,0,126,HOLD
15,54,23,126,HOLD
15,53,19,127,HOLD
15,54,46,126,HOLD
15,55,35,123,HOLD
15,54,35,126,HOLD
15,55,62,123,HOLD
0,53,26,127,HOLD
0,54,19,126,HOLD
0,54,37,124,HOLD
0,53,18,127,HOLD
0,53,34,128,HOLD
0,52,9,130,HOLD
0,52,22,131,HOLD
0,52,3,129,HOLD
0,52,43,129,HOLD
0,51,5,132,HOLD
0,51,19,133,HOLD
0,50,11,134,HOLD
0,50,13,135,HOLD
0,50,11,134,HOLD
0,51,9,133,HOLD
0,51,71,132,HOLD
0,49,4,137,HOLD
0,49,10,137,HOLD
0,49,20,137,HOLD
0,48,55,139,HOLD
0,47,24,142,HOLD
0,47,46,141,HOLD
0,49,38,138,HOLD
0,48,124,140,HOLD
0,44,9,149,HOLD
0,44,9,148,HOLD
0,28,41,187,HOLD
0,30,77,184,HOLD
0,32,13,178,HOLD
0,32,43,179,HOLD
0,33,23,175,HOLD
0,32,10,177,HOLD
0,32,23,178,HOLD
0,31,22,180,HOLD
0,32,64,178,HOLD
63,30,10,183,HOLD
63,29,4,184,HOLD
62,30,22,184,HOLD
62,29,6,186,HOLD
62,29,8,185,HOLD
61,29,32,185,HOLD
61,30,64,182,HOLD
60,28,49,187,HOLD
60,30,12,183,HOLD
60,30,43,182,HOLD
59,32,111,179,HOLD
59,28,23,188,HOLD
58,27,47,190,HOLD
58,29,11,186,HOLD
57,29,89,185,HOLD
57,32,38,178,HOLD
56,33,32,175,HOLD
56,32,7,177,HOLD
55,32,16,178,HOLD
55,32,9,179,HOLD
55,32,7,179,HOLD
54,32,38,178,HOLD
54,33,60,175,HOLD
53,31,56,180,HOLD
53,29,32,185,HOLD
52,30,44,182,HOLD
52,32,15,178,HOLD
51,32,19,177,HOLD
51,33,1,175,HOLD
50,33,50,176,HOLD
50,31,66,180,HOLD
49,34,15,174,HOLD
49,34,19,173,HOLD
48,33,9,175,HOLD
48,33,36,175,HOLD
47,34,1,172,HOLD
47,34,4,172,HOLD
46,35,51,172,HOLD
46,36,22,168,HOLD
45,37,97,166,HOLD
45,40,12,158,HOLD
44,41,48,158,HOLD
44,42,36,154,HOLD
44,41,105,157,HOLD
44,44,9,149,HOLD
43,44,3,148,HOLD
43,45,23,148,HOLD
43,44,52,150,HOLD
43,45,39,146,HOLD
43,47,13,143,HOLD
42,47,25,142,HOLD
42,46,1,144,HOLD
42,46,3,144,HOLD
42,46,53,144,HOLD
42,48,9,140,HOLD
42,48,19,139,HOLD
41,49,12,138,HOLD
41,49,37,137,HOLD
41,50,10,134,HOLD
41,50,9,135,HOLD
41,50,35,136,HOLD
41,49,9,138,HOLD
41,49,47,138,HOLD
41,47,28,141,HOLD
41,47,48,143,HOLD
40,45,57,147,HOLD
40,47,72,142,HOLD
40,49,19,137,HOLD
40,50,25,136,HOLD
40,49,39,138,HOLD
40,50,9,135,HOLD
39,50,21,134,HOLD
39,50,16,136,HOLD
39,49,46,137,HOLD
39,51,6,134,HOLD
39,51,85,133,HOLD
39,53,1,127,HOLD
39,53,17,127,HOLD
39,53,143,128,HOLD
39,57,203,119,HOLD
39,51,54,133,HOLD
39,52,0,129,HOLD
39,52,25,129,HOLD
39,53,3,128,HOLD
38,53,32,128,HOLD
38,52,76,130,HOLD
38,50,36,135,HOLD
38,51,106,133,HOLD
38,48,45,140,HOLD
38,49,12,137,HOLD
38,49,3,136,HOLD
38,49,6,137,HOLD
37,49,35,137,HOLD
37,50,50,134,HOLD
37,52,65,131,HOLD
37,50,32,136,HOLD
37,51,43,133,HOLD
37,49,106,136,HOLD
36,52,55,129,HOLD
36,51,9,133,HOLD
36,51,40,134,HOLD
36,49,54,136,HOLD
36,51,35,133,HOLD
36,52,10,130,HOLD
36,52,33,130,HOLD
35,53,9,127,HOLD
35,53,16,127,HOLD
35,54,69,126,HOLD
35,52,54,130,HOLD
35,50,57,134,HOLD
35,52,83,130,HOLD
35,54,52,124,HOLD
35,56,63,121,HOLD
35,58,101,117,HOLD
35,55,19,124,HOLD
35,55,16,122,HOLD
35,56,88,121,HOLD
35,58,151,116,HOLD
35,54,4,126,HOLD
34,54,29,126,HOLD
34,54,18,124,HOLD
34,54,58,128,HOLD
34,56,51,124,HOLD
34,54,4,127,HOLD
34,54,1,125,HOLD
34,54,24,125,HOLD
34,55,12,124,HOLD
34,55,55,123,HOLD
34,53,13,127,HOLD
34,54,42,126,HOLD
33,53,55,129,HOLD
33,54,16,125,HOLD
33,55,5,124,HOLD
33,55,17,124,HOLD
33,55,62,122,HOLD
33,53,23,127,HOLD
33,53,74,128,HOLD
33,55,75,123,HOLD
33,57,27,118,HOLD
32,58,34,116,HOLD
32,59,34,114,HOLD
32,60,24,112,HOLD
32,60,16,110,HOLD
32,61,11,109,HOLD
32,61,48,109,HOLD
33,62,18,106,HOLD
33,63,3,105,HOLD
33,63,26,105,HOLD
33,63,12,103,HOLD
33,63,10,104,HOLD
33,63,46,103,HOLD
33,64,21,101,HOLD
33,65,0,99,HOLD
33,65,31,99,HOLD
33,66,3,98,HOLD
33,66,39,97,HOLD
33,65,28,100,HOLD
33,65,93,98,HOLD
33,63,78,104,HOLD
33,65,46,99,HOLD
33,66,19,96,HOLD
33,67,97,95,HOLD
33,69,5,90,HOLD
33,69,6,90,HOLD
34,69,30,90,HOLD
34,70,63,88,HOLD
34,71,16,85,HOLD
34,72,46,84,HOLD
34,73,49,81,HOLD
34,72,49,84,HOLD
34,73,69,82,HOLD
33,71,37,85,HOLD
33,70,60,87,HOLD
34,72,28,84,HOLD
34,72,115,83,HOLD
33,75,25,77,HOLD
33,74,6,78,HOLD
33,74,17,78,HOLD
33,74,30,79,HOLD
33,73,43,81,HOLD
33,72,46,83,HOLD
33,73,45,81,HOLD
33,74,29,79,HOLD
33,75,35,77,HOLD
33,76,7,75,HOLD
33,76,50,75,HOLD
32,75,43,77,HOLD
32,74,34,80,HOLD
32,74,3,78,HOLD
32,75,9,78,HOLD
32,75,28,77,HOLD
32,75,12,76,HOLD
32,76,62,75,HOLD
32,77,102,72,HOLD
31,75,19,77,HOLD
31,74,82,78,HOLD
31,76,1,74,HOLD
31,76,56,74,HOLD
31,75,33,77,HOLD
30,76,76,76,HOLD
30,77,6,72,HOLD
30,77,3,72,HOLD
30,77,99,72,HOLD
29,79,42,67,HOLD
29,80,47,65,HOLD
28,79,69,69,HOLD
28,81,83,65,HOLD
27,79,116,69,HOLD
27,81,19,65,HOLD
26,81,13,65,HOLD
25,81,40,66,HOLD
24,80,45,68,HOLD
24,81,147,66,HOLD
23,84,124,59,HOLD
0,81,35,65,HOLD
0,80,50,70,HOLD
0,82,255,68,HOLD
0,76,122,75,HOLD
0,73,99,85,HOLD
0,71,11,87,HOLD
0,70,41,88,HOLD
0,69,34,89,HOLD
0,68,16,91,HOLD
0,69,69,90,HOLD
0,67,26,94,HOLD
0,66,16,96,HOLD
0,66,18,96,HOLD
0,67,33,95,HOLD
0,66,79,97,HOLD
0,68,37,93,HOLD
0,67,6,95,HOLD
0,67,13,95,HOLD
0,66,9,96,HOLD
0,66,49,96,HOLD
0,65,25,99,HOLD
0,65,25,98,HOLD
0,65,3,99,HOLD
0,65,6,99,HOLD
0,65,21,99,HOLD
0,65,17,100,HOLD
0,65,21,99,HOLD
0,66,47,98,HOLD
0,67,5,95,HOLD
0,67,50,95,HOLD
0,65,24,98,HOLD
0,66,46,97,HOLD
0,67,54,94,HOLD
0,68,9,91,HOLD
0,68,11,91,HOLD
0,68,43,92,HOLD
0,67,34,94,HOLD
0,66,31,97,HOLD
0,65,116,98,HOLD
0,62,57,106,HOLD
0,61,53,109,HOLD
0,59,31,113,HOLD
0,58,63,115,HOLD
0,57,1,119,HOLD
0,57,28,119,HOLD
0,56,9,121,HOLD
0,56,19,122,HOLD
0,56,60,120,HOLD
0,58,16,116,HOLD
0,58,10,115,HOLD
0,58,19,116,HOLD
0,58,8,115,HOLD
0,59,2,114,HOLD
0,59,50,114,HOLD
0,57,34,117,HOLD
0,58,42,115,HOLD
0,57,8,118,HOLD
0,57,25,117,HOLD
0,57,30,119,HOLD
0,57,25,117,HOLD
0,58,2,115,HOLD
0,58,25,115,HOLD
0,57,16,117,HOLD
0,58,5,116,HOLD
0,58,7,116,HOLD
0,58,30,116,HOLD
0,59,24,114,HOLD
0,58,10,115,HOLD
0,58,29,115,HOLD
0,59,11,113,HOLD
0,59,40,112,HOLD
0,61,85,110,HOLD
0,63,10,104,HOLD
0,63,48,104,HOLD
0,64,40,101,HOLD
0,63,13,103,HOLD
0,63,41,104,HOLD
0,62,3,107,HOLD
0,62,50,107,HOLD
0,63,3,104,HOLD
0,63,27,103,HOLD
0,64,33,102,HOLD
0,63,10,104,HOLD
0,63,50,104,HOLD
0,64,23,101,HOLD
0,63,19,103,HOLD
0,64,21,102,HOLD
0,63,8,103,HOLD
0,63,21,103,HOLD
0,63,21,105,HOLD
0,62,55,106,HOLD
0,61,83,109,HOLD
0,63,45,104,HOLD
0,62,38,107,HOLD
0,63,31,105,HOLD
0,63,14,103,HOLD
0,64,61,102,HOLD
0,62,8,106,HOLD
0,62,9,106,HOLD
0,62,10,106,HOLD
0,62,9,105,HOLD
0,63,3,105,HOLD
0,62,43,105,HOLD
0,64,10,102,HOLD
0,63,15,103,HOLD
0,64,49,102,HOLD
0,65,8,99,HOLD
0,65,31,98,HOLD
0,64,26,100,HOLD
0,64,8,102,HOLD
0,64,24,101,HOLD
0,65,58,100,HOLD
0,66,5,96,HOLD
0,66,10,97,HOLD
0,66,21,97,HOLD
0,66,12,96,HOLD
0,66,24,95,HOLD
0,66,8,97,HOLD
0,66,25,96,HOLD
0,65,26,98,HOLD
0,65,28,99,HOLD
0,65,44,98,HOLD
0,64,8,100,HOLD
0,65,9,100,HOLD
0,64,6,101,HOLD
0,64,6,100,HOLD
0,64,6,101,HOLD
0,64,22,101,HOLD
0,64,23,102,HOLD
0,63,71,104,HOLD
0,61,80,108,HOLD
0,63,34,103,HOLD
0,64,13,101,HOLD
0,64,1,102,HOLD
0,64,13,102,HOLD
0,63,12,103,HOLD
0,63,69,103,HOLD
0,65,94,99,HOLD
0,67,34,93,HOLD
0,66,34,96,HOLD
0,66,16,98,HOLD
0,66,15,97,HOLD
0,66,2,96,HOLD
0,66,17,96,HOLD
0,67,43,95,HOLD
0,66,32,97,HOLD
0,65,10,99,HOLD
0,65,33,99,HOLD
0,64,9,101,HOLD
0,65,2,100,HOLD
0,64,6,100,HOLD
0,65,53,100,HOLD
0,63,61,103,HOLD
0,65,5,99,HOLD
0,65,25,100,HOLD
0,64,46,101,HOLD
0,65,19,98,HOLD
0,66,16,97,HOLD
0,66,37,96,HOLD
0,65,127,98,HOLD
0,62,1,107,HOLD
0,62,13,106,HOLD
0,61,49,107,HOLD
0,60,39,110,HOLD
0,61,26,108,HOLD
0,61,7,110,HOLD
0,60,20,110,HOLD
0,61,35,109,HOLD
0,60,31,111,HOLD
0,59,60,113,HOLD
0,61,9,109,HOLD
0,60,20,110,HOLD
0,61,15,109,HOLD
0,61,18,110,HOLD
0,61,8,108,HOLD
0,61,5,108,HOLD
0,61,90,108,HOLD
0,63,48,103,HOLD
0,62,0,106,HOLD
0,62,22,106,HOLD
0,62,15,107,HOLD
0,62,27,106,HOLD
0,61,34,108,HOLD
0,60,1,110,HOLD
0,60,1,110,HOLD
0,60,20,110,HOLD
0,60,44,111,HOLD
0,61,5,108,HOLD
0,61,1,108,HOLD
0,61,43,108,HOLD
0,62,22,105,HOLD
0,62,71,107,HOLD
0,64,9,102,HOLD
0,64,42,102,HOLD
0,63,0,104,HOLD
0,63,23,104,HOLD
0,62,19,106,HOLD
0,63,46,105,HOLD
0,64,35,102,HOLD
0,63,35,104,HOLD
0,64,62,102,HOLD
0,62,26,106,HOLD
0,63,19,104,HOLD
0,63,37,103,HOLD
0,62,18,105,HOLD
0,62,34,106,HOLD
0,61,9,108,HOLD
0,61,22,109,HOLD
0,61,3,108,HOLD
0,61,43,108,HOLD
0,60,5,111,HOLD
0,60,19,111,HOLD
0,59,11,112,HOLD
0,59,13,113,HOLD
0,59,11,112,HOLD
0,60,9,111,HOLD
0,60,71,111,HOLD
0,58,4,115,HOLD
0,58,10,115,HOLD
0,58,20,116,HOLD
0,57,55,117,HOLD
0,56,24,121,HOLD
0,57,46,119,HOLD
0,58,38,116,HOLD
0,57,124,119,HOLD
0,53,9,127,HOLD
0,53,9,127,HOLD
0,37,41,166,HOLD
0,39,77,162,HOLD
0,41,13,156,HOLD
0,41,43,157,HOLD
0,42,23,154,HOLD
0,41,10,155,HOLD
0,41,23,156,HOLD
0,40,22,158,HOLD
0,41,64,156,HOLD
0,39,10,162,HOLD
0,38,4,163,HOLD
62,39,22,162,HOLD
62,38,6,164,HOLD
62,38,8,164,HOLD
61,38,32,163,HOLD
61,39,64,160,HOLD
60,37,49,166,HOLD
60,39,12,162,HOLD
60,39,43,161,HOLD
59,41,111,157,HOLD
59,37,23,166,HOLD
58,36,47,168,HOLD
58,38,11,165,HOLD
57,38,89,164,HOLD
57,41,38,156,HOLD
56,42,32,153,HOLD
56,41,7,156,HOLD
55,41,16,156,HOLD
55,41,9,158,HOLD
55,41,7,157,HOLD
54,41,38,156,HOLD
54,42,60,153,HOLD
53,40,56,158,HOLD
53,38,32,163,HOLD
52,39,44,160,HOLD
52,41,15,157,HOLD
51,41,19,155,HOLD
51,42,1,154,HOLD
50,42,50,154,HOLD
50,40,66,158,HOLD
49,43,15,153,HOLD
49,43,19,151,HOLD
48,43,9,153,HOLD
48,42,36,154,HOLD
47,43,1,151,HOLD
47,43,4,151,HOLD
46,44,51,150,HOLD
46,45,22,146,HOLD
45,46,97,144,HOLD
45,49,12,137,HOLD
44,50,48,136,HOLD
44,51,36,132,HOLD
44,50,105,135,HOLD
44,53,9,127,HOLD
43,53,3,127,HOLD
43,54,23,126,HOLD
43,53,52,128,HOLD
43,54,39,124,HOLD
43,56,13,121,HOLD
42,56,25,120,HOLD
42,55,1,122,HOLD
42,55,3,122,HOLD
42,55,53,122,HOLD
42,57,9,118,HOLD
42,57,19,118,HOLD
41,58,12,116,HOLD
41,58,37,115,HOLD
41,59,10,113,HOLD
41,59,9,113,HOLD
41,59,35,114,HOLD
41,58,9,117,HOLD
41,58,47,116,HOLD
41,56,28,119,HOLD
41,56,48,121,HOLD
40,54,57,125,HOLD
40,56,72,121,HOLD
40,58,19,116,HOLD
40,59,25,114,HOLD
40,58,39,116,HOLD
40,59,9,113,HOLD
39,59,21,113,HOLD
39,59,16,114,HOLD
39,58,46,115,HOLD
39,60,6,112,HOLD
39,60,85,112,HOLD
39,62,1,106,HOLD
39,62,17,106,HOLD
39,62,143,107,HOLD
39,66,203,97,HOLD
39,60,54,112,HOLD
39,61,0,108,HOLD
39,61,25,108,HOLD
39,62,3,106,HOLD
38,62,32,106,HOLD
38,61,76,108,HOLD
38,59,36,114,HOLD
38,60,106,111,HOLD
38,57,45,119,HOLD
38,58,12,115,HOLD
38,58,3,115,HOLD
38,58,6,115,HOLD
37,58,35,115,HOLD
37,59,50,113,HOLD
37,61,65,109,HOLD
37,59,32,114,HOLD
37,60,43,112,HOLD
37,58,106,115,HOLD
36,61,55,107,HOLD
36,60,9,111,HOLD
36,60,40,112,HOLD
36,58,54,115,HOLD
36,60,35,111,HOLD
36,61,10,109,HOLD
36,61,33,108,HOLD
35,62,9,106,HOLD
35,62,16,105,HOLD
35,63,69,104,HOLD
35,61,54,109,HOLD
35,59,57,113,HOLD
35,61,83,109,HOLD
35,63,52,103,HOLD
35,65,63,99,HOLD
35,67,101,95,HOLD
35,64,19,102,HOLD
35,64,16,101,HOLD
35,65,88,100,HOLD
35,67,151,94,HOLD
35,63,4,104,HOLD
34,63,29,105,HOLD
34,63,18,103,HOLD
34,63,58,107,HOLD
34,65,51,103,HOLD
34,63,4,106,HOLD
34,63,1,104,HOLD
34,63,24,104,HOLD
34,64,12,102,HOLD
34,64,55,101,HOLD
34,63,13,105,HOLD
34,63,42,104,HOLD
33,62,55,107,HOLD
33,63,16,103,HOLD
33,64,5,102,HOLD
33,64,17,102,HOLD
33,64,62,101,HOLD
33,63,23,105,HOLD
33,62,74,107,HOLD
33,64,75,102,HOLD
33,66,27,97,HOLD
32,67,34,95,HOLD
32,68,34,93,HOLD
32,69,24,91,HOLD
32,69,16,89,HOLD
32,70,11,88,HOLD
32,70,48,88,HOLD
33,71,18,85,HOLD
33,72,3,84,HOLD
33,72,26,84,HOLD
33,72,12,82,HOLD
33,72,10,83,HOLD
33,72,46,82,HOLD
33,73,21,80,HOLD
33,74,0,79,HOLD
33,74,31,79,HOLD
33,75,3,77,HOLD
33,75,39,77,HOLD
33,74,28,79,HOLD
33,75,93,77,HOLD
33,72,78,82,HOLD
33,74,46,78,HOLD
33,75,19,75,HOLD
33,76,97,74,HOLD
33,78,5,70,HOLD
33,78,6,69,HOLD
34,78,30,69,HOLD
34,79,63,68,HOLD
34,80,16,65,HOLD
34,81,46,64,HOLD
34,82,49,61,HOLD
34,81,49,64,HOLD
34,82,69,62,HOLD
33,80,37,65,HOLD
33,79,60,67,HOLD
34,81,28,64,HOLD
34,81,115,63,HOLD
33,84,25,57,HOLD
33,83,6,58,HOLD
33,83,17,59,HOLD
33,83,30,60,HOLD
33,82,43,61,HOLD
33,81,46,63,HOLD
33,82,45,61,HOLD
33,83,29,59,HOLD
33,84,35,58,HOLD
33,85,7,56,HOLD
33,85,50,56,HOLD
32,84,43,58,HOLD
32,83,34,60,HOLD
32,83,3,59,HOLD
32,84,9,58,HOLD
32,84,28,58,HOLD
32,84,12,57,HOLD
32,85,62,56,HOLD
32,86,102,53,HOLD
31,84,19,58,HOLD
31,83,82,59,HOLD
31,85,1,55,HOLD
31,85,56,55,HOLD
31,84,33,58,HOLD
30,85,76,56,HOLD
30,86,6,53,HOLD
30,86,3,53,HOLD
30,86,99,53,HOLD
29,88,42,48,HOLD
29,89,47,47,HOLD
28,88,69,50,HOLD
28,90,83,47,HOLD
27,88,116,51,HOLD
27,90,19,48,HOLD
26,90,13,49,HOLD
25,90,40,49,HOLD
24,89,45,51,HOLD
24,90,147,49,HOLD
0,93,124,43,HOLD
0,90,35,48,HOLD
0,89,50,54,HOLD
0,91,255,52,HOLD
0,85,122,57,HOLD
0,82,99,67,HOLD
0,80,11,67,HOLD
0,79,41,68,HOLD
0,78,34,69,HOLD
0,77,16,70,HOLD
0,78,69,69,HOLD
0,76,26,73,HOLD
0,75,16,75,HOLD
0,75,18,75,HOLD
0,76,33,74,HOLD
0,75,79,76,HOLD
0,77,37,72,HOLD
0,76,6,74,HOLD
0,76,13,74,HOLD
0,75,9,75,HOLD
0,75,49,75,HOLD
0,74,25,78,HOLD
0,74,25,77,HOLD
0,74,3,78,HOLD
0,74,6,78,HOLD
0,74,21,78,HOLD
0,74,17,79,HOLD
0,74,21,78,HOLD
0,75,47,77,HOLD
0,76,5,74,HOLD
0,76,50,74,HOLD
0,74,24,77,HOLD
0,75,46,75,HOLD
0,76,54,73,HOLD
0,77,9,70,HOLD
0,77,11,70,HOLD
0,77,43,71,HOLD
0,76,34,73,HOLD
0,75,31,75,HOLD
0,74,116,77,HOLD
0,71,57,84,HOLD
0,70,53,88,HOLD
0,68,31,91,HOLD
0,67,63,93,HOLD
0,66,1,97,HOLD
0,66,28,97,HOLD
0,65,9,99,HOLD
0,65,19,100,HOLD
0,65,60,99,HOLD
0,67,16,95,HOLD
0,67,10,94,HOLD
0,67,19,94,HOLD
0,67,8,93,HOLD
0,68,2,93,HOLD
0,68,50,92,HOLD
0,66,34,96,HOLD
0,67,42,94,HOLD
0,66,8,96,HOLD
0,66,25,96,HOLD
0,66,30,97,HOLD
0,66,25,95,HOLD
0,67,2,94,HOLD
0,67,25,94,HOLD
0,66,16,95,HOLD
0,67,5,94,HOLD
0,67,7,95,HOLD
0,67,30,94,HOLD
0,68,24,92,HOLD
0,67,10,94,HOLD
0,67,29,93,HOLD
0,68,11,91,HOLD
0,68,40,91,HOLD
0,70,85,88,HOLD
0,72,10,83,HOLD
0,72,48,82,HOLD
0,73,40,80,HOLD
0,72,13,82,HOLD
0,72,41,83,HOLD
0,71,3,85,HOLD
0,71,50,85,HOLD
0,72,3,82,HOLD
0,72,27,82,HOLD
0,73,33,81,HOLD
0,72,10,83,HOLD
0,72,50,83,HOLD
0,73,23,80,HOLD
0,72,19,82,HOLD
0,73,21,80,HOLD
0,72,8,82,HOLD
0,72,21,82,HOLD
0,72,21,83,HOLD
0,71,55,85,HOLD
0,70,83,88,HOLD
0,72,45,83,HOLD
0,71,38,86,HOLD
0,72,31,84,HOLD
0,72,14,82,HOLD
0,73,61,81,HOLD
0,71,8,85,HOLD
0,71,9,85,HOLD
0,71,10,85,HOLD
0,71,9,84,HOLD
0,72,3,84,HOLD
0,71,43,84,HOLD
0,73,10,81,HOLD
0,72,15,82,HOLD
0,73,49,81,HOLD
0,74,8,78,HOLD
0,74,31,78,HOLD
0,73,26,79,HOLD
0,73,8,81,HOLD
0,73,24,81,HOLD
0,74,58,79,HOLD
0,75,5,75,HOLD
0,75,10,76,HOLD
0,75,21,76,HOLD
0,75,12,75,HOLD
0,75,24,74,HOLD
0,75,8,76,HOLD
0,75,25,75,HOLD
0,74,26,77,HOLD
